epochs,test loss,train loss,test acc,train acc
1.0,1.7619125843048096,1.7566391229629517,0.7398459383753502,0.7460678210678211
2.0,1.5931549072265625,1.586225986480713,0.8894957983193277,0.8958513708513709
3.0,1.5428072214126587,1.5359950065612793,0.9261204481792717,0.932034632034632
4.0,1.5320132970809937,1.523091435432434,0.932843137254902,0.943001443001443
5.0,1.5291457176208496,1.517675757408142,0.9350140056022409,0.9474386724386724
6.0,1.5248594284057617,1.5138589143753052,0.9394957983193277,0.949963924963925
7.0,1.517281174659729,1.5040398836135864,0.9453081232492997,0.9591630591630592
8.0,1.5156502723693848,1.5008265972137451,0.9466386554621848,0.9625901875901876
9.0,1.512858510017395,1.4984421730041504,0.95,0.9647907647907648
10.0,1.5082495212554932,1.492668628692627,0.9541316526610645,0.9695526695526695
11.0,1.5067142248153687,1.4909980297088623,0.955952380952381,0.9713924963924964
12.0,1.5043658018112183,1.488426685333252,0.9574229691876751,0.9736291486291486
13.0,1.5074162483215332,1.488982915878296,0.953921568627451,0.9731962481962482
14.0,1.5038646459579468,1.4860490560531616,0.9574229691876751,0.9760822510822511
15.0,1.502273678779602,1.4849567413330078,0.9599439775910364,0.9770562770562771
16.0,1.5013775825500488,1.4834678173065186,0.959733893557423,0.9781385281385281
17.0,1.5019327402114868,1.4828073978424072,0.9594537815126051,0.9788600288600289
18.0,1.4998247623443604,1.4811867475509644,0.9611344537815126,0.9809523809523809
19.0,1.5010175704956055,1.4831641912460327,0.9602240896358544,0.9786075036075036
20.0,1.500546932220459,1.4816814661026,0.9610644257703082,0.9801587301587301
21.0,1.499035358428955,1.4800955057144165,0.9623949579831933,0.9818903318903319
22.0,1.4984675645828247,1.477880597114563,0.9634453781512605,0.9835497835497835
23.0,1.5004101991653442,1.4798816442489624,0.9602941176470589,0.9815656565656565
24.0,1.4966472387313843,1.4757291078567505,0.9647058823529412,0.9856782106782107
25.0,1.4950363636016846,1.4763545989990234,0.9666666666666667,0.9856060606060606
26.0,1.495795488357544,1.4750369787216187,0.965406162464986,0.9863636363636363
27.0,1.4972089529037476,1.476110816001892,0.9646358543417367,0.9856060606060606
28.0,1.4960269927978516,1.4755513668060303,0.965266106442577,0.9862193362193362
29.0,1.495029091835022,1.4748578071594238,0.9663865546218487,0.9865800865800866
30.0,1.4949678182601929,1.4737820625305176,0.9663865546218487,0.9876984126984127
31.0,1.4933054447174072,1.4725476503372192,0.9679271708683473,0.9889249639249639
32.0,1.494637370109558,1.473419427871704,0.9668067226890756,0.9880591630591631
33.0,1.493432641029358,1.4723128080368042,0.9678571428571429,0.9892496392496393
34.0,1.4935579299926758,1.4718917608261108,0.9680672268907563,0.9894300144300144
35.0,1.4977712631225586,1.4745677709579468,0.9637254901960784,0.9871572871572871
36.0,1.4917457103729248,1.471254587173462,0.969327731092437,0.9900793650793651
37.0,1.4942456483840942,1.4716002941131592,0.9665266106442577,0.9897907647907648
38.0,1.4945080280303955,1.4722774028778076,0.9663165266106443,0.9893939393939394
39.0,1.4907094240188599,1.4700045585632324,0.9705182072829132,0.9913419913419913
40.0,1.4956729412078857,1.473151683807373,0.9654761904761905,0.9883477633477633
41.0,1.4910435676574707,1.4699058532714844,0.9701680672268908,0.9914502164502165
42.0,1.493133783340454,1.4706250429153442,0.9681372549019608,0.9906565656565657
43.0,1.4971096515655518,1.4730340242385864,0.9635854341736695,0.9884920634920635
44.0,1.4908331632614136,1.469369888305664,0.97093837535014,0.9919191919191919
45.0,1.4907337427139282,1.4691662788391113,0.9704481792717087,0.992027417027417
46.0,1.4911082983016968,1.4697585105895996,0.9702380952380952,0.9915945165945166
47.0,1.4901093244552612,1.4692400693893433,0.97093837535014,0.9919191919191919
48.0,1.4973686933517456,1.4735419750213623,0.9637254901960784,0.987914862914863
49.0,1.4912241697311401,1.4692449569702148,0.9699579831932773,0.992027417027417
50.0,1.48985755443573,1.4686882495880127,0.9714985994397759,0.9924963924963925
