epochs,test loss,train loss,test acc,train acc
1.0,1.5945409536361694,1.591371774673462,0.9186974789915966,0.9192640692640692
2.0,1.522874116897583,1.5141301155090332,0.9499299719887955,0.9578643578643579
3.0,1.5081462860107422,1.497678518295288,0.959593837535014,0.9692279942279942
4.0,1.5020874738693237,1.489078402519226,0.9644257703081233,0.9764069264069264
5.0,1.499472737312317,1.4848612546920776,0.9656162464985995,0.9795093795093796
6.0,1.4974339008331299,1.4812339544296265,0.9670868347338936,0.981926406926407
7.0,1.4953985214233398,1.4778491258621216,0.9681372549019608,0.9848845598845599
8.0,1.4945989847183228,1.4756805896759033,0.9684173669467787,0.9867965367965368
9.0,1.4927433729171753,1.4737451076507568,0.9703081232492997,0.9883477633477633
10.0,1.4922292232513428,1.4724606275558472,0.9703081232492997,0.9896103896103896
11.0,1.4918049573898315,1.471622347831726,0.9706582633053221,0.9906926406926407
12.0,1.4918321371078491,1.4706568717956543,0.9703781512605042,0.9911255411255411
13.0,1.4897587299346924,1.469509243965149,0.9728991596638655,0.9921356421356421
14.0,1.489208698272705,1.4690828323364258,0.9726190476190476,0.9924242424242424
15.0,1.4894005060195923,1.4688944816589355,0.9724789915966386,0.9926767676767677
16.0,1.4913755655288696,1.470151424407959,0.9705182072829132,0.9918470418470419
17.0,1.4893794059753418,1.4681072235107422,0.9724089635854342,0.9933982683982684
18.0,1.4884527921676636,1.4675933122634888,0.9731792717086835,0.9937590187590187
19.0,1.4883240461349487,1.4673315286636353,0.9733193277310924,0.994011544011544
20.0,1.488315224647522,1.4673091173171997,0.973109243697479,0.993975468975469
21.0,1.488309383392334,1.4669561386108398,0.9735294117647059,0.9943001443001444
22.0,1.4886255264282227,1.4672954082489014,0.9735294117647059,0.9941558441558441
23.0,1.4920755624771118,1.4682649374008179,0.9698879551820728,0.9935786435786436
24.0,1.4901810884475708,1.4677679538726807,0.9714285714285714,0.9937590187590187
25.0,1.4891048669815063,1.4671038389205933,0.9717787114845938,0.9944083694083694
26.0,1.4866629838943481,1.4662646055221558,0.9743697478991596,0.995021645021645
27.0,1.486194372177124,1.4660335779190063,0.9752801120448179,0.9951659451659451
28.0,1.4870961904525757,1.4659417867660522,0.974719887955182,0.9952380952380953
29.0,1.4869130849838257,1.4659299850463867,0.9745098039215686,0.9952741702741703
30.0,1.4858639240264893,1.4657105207443237,0.9759103641456582,0.9954545454545455
31.0,1.4867511987686157,1.465844750404358,0.9743697478991596,0.9953463203463203
32.0,1.4899415969848633,1.467235803604126,0.9715686274509804,0.9943001443001444
33.0,1.4877465963363647,1.4657320976257324,0.9733193277310924,0.9955627705627705
34.0,1.4867699146270752,1.4653297662734985,0.9746498599439776,0.9958513708513709
35.0,1.4860163927078247,1.4653029441833496,0.9754201680672269,0.9958513708513709
36.0,1.4869314432144165,1.4653271436691284,0.9750700280112045,0.9958513708513709
37.0,1.4878476858139038,1.4655265808105469,0.9738095238095238,0.9958513708513709
38.0,1.4902065992355347,1.4674261808395386,0.9717086834733893,0.993975468975469
39.0,1.486510157585144,1.4652513265609741,0.975,0.9958874458874459
40.0,1.4862151145935059,1.4654160737991333,0.9749299719887955,0.9957792207792208
41.0,1.4859330654144287,1.4651684761047363,0.9752801120448179,0.995995670995671
42.0,1.4855791330337524,1.4651082754135132,0.9754901960784313,0.996031746031746
43.0,1.4848994016647339,1.4650548696517944,0.9764005602240896,0.9961038961038962
44.0,1.4857581853866577,1.4651808738708496,0.9762605042016806,0.996031746031746
45.0,1.4871156215667725,1.4658451080322266,0.9741596638655462,0.9954545454545455
46.0,1.4862369298934937,1.46517014503479,0.975,0.996031746031746
47.0,1.4859369993209839,1.4649312496185303,0.975,0.9962121212121212
48.0,1.4855009317398071,1.46492338180542,0.9760504201680672,0.9962121212121212
49.0,1.4851452112197876,1.464920997619629,0.9762605042016806,0.9962121212121212
50.0,1.484865665435791,1.4649196863174438,0.9768207282913165,0.9962121212121212
51.0,1.4852895736694336,1.4648933410644531,0.9761904761904762,0.9962481962481963
52.0,1.4848352670669556,1.4648656845092773,0.9764705882352941,0.9962842712842713
53.0,1.4884623289108276,1.4656422138214111,0.9728991596638655,0.9956709956709957
54.0,1.4859250783920288,1.4648529291152954,0.9753501400560224,0.9963924963924964
55.0,1.486836552619934,1.4648816585540771,0.974719887955182,0.9962842712842713
56.0,1.485860824584961,1.4647823572158813,0.9755602240896358,0.9963564213564213
57.0,1.485535740852356,1.4647083282470703,0.9758403361344538,0.9964285714285714
58.0,1.4854665994644165,1.4647057056427002,0.9757002801120448,0.9964285714285714
59.0,1.4851810932159424,1.4647066593170166,0.9757002801120448,0.9964285714285714
60.0,1.4850128889083862,1.464693307876587,0.9761904761904762,0.9964285714285714
61.0,1.4881649017333984,1.4656730890274048,0.9730392156862745,0.9955266955266955
62.0,1.4894554615020752,1.4665625095367432,0.9716386554621849,0.9946608946608947
63.0,1.4881837368011475,1.4651166200637817,0.97296918767507,0.9962121212121212
64.0,1.4852839708328247,1.4646192789077759,0.9755602240896358,0.9965367965367965
65.0,1.4844111204147339,1.4646496772766113,0.9771708683473389,0.9965367965367965
66.0,1.4843978881835938,1.4645746946334839,0.976890756302521,0.9965728715728716
67.0,1.4847215414047241,1.4645969867706299,0.9764705882352941,0.9965367965367965
68.0,1.4842329025268555,1.4645626544952393,0.976890756302521,0.9965728715728716
69.0,1.4840842485427856,1.4645609855651855,0.9773109243697479,0.9965728715728716
70.0,1.4843584299087524,1.4645599126815796,0.9771708683473389,0.9965728715728716
71.0,1.4837793111801147,1.464530348777771,0.9775210084033613,0.9966089466089466
72.0,1.483780860900879,1.4645267724990845,0.9774509803921568,0.9966089466089466
