epochs,test loss,train loss,test acc,train acc
52.0,1.4907855987548828,1.4686458110809326,0.9703081232492997,0.9926046176046176
53.0,1.490391492843628,1.468315839767456,0.9711484593837535,0.993001443001443
54.0,1.492178201675415,1.4690864086151123,0.9686274509803922,0.9922438672438673
55.0,1.4895976781845093,1.4681875705718994,0.9716386554621849,0.9930735930735931
56.0,1.4903733730316162,1.4684209823608398,0.97093837535014,0.9927489177489177
57.0,1.4909086227416992,1.4693434238433838,0.9705182072829132,0.9919191919191919
58.0,1.491278052330017,1.468736171722412,0.9699579831932773,0.9926406926406927
59.0,1.490340232849121,1.468382477760315,0.9708683473389356,0.9928210678210678
60.0,1.4911513328552246,1.4685620069503784,0.9700280112044818,0.9927849927849928
61.0,1.4951289892196655,1.473394751548767,0.9657563025210084,0.9877705627705627
62.0,1.4911912679672241,1.468362808227539,0.9700980392156863,0.9928210678210678
63.0,1.489619255065918,1.467718482017517,0.9714985994397759,0.9935064935064936
64.0,1.4908945560455322,1.468356966972351,0.9703781512605042,0.9928571428571429
65.0,1.4914356470108032,1.468529224395752,0.9695378151260504,0.9927128427128427
66.0,1.4907782077789307,1.4684799909591675,0.9701680672268908,0.9927849927849928
67.0,1.48970365524292,1.4675662517547607,0.9710084033613445,0.9935786435786436
68.0,1.4902114868164062,1.4676768779754639,0.9707282913165266,0.9935064935064936
69.0,1.4887752532958984,1.4672565460205078,0.9723389355742297,0.993903318903319
70.0,1.490821361541748,1.467819333076477,0.9705182072829132,0.9933982683982684
71.0,1.4896842241287231,1.467497706413269,0.9714985994397759,0.9936868686868687
72.0,1.490593433380127,1.4677224159240723,0.9703781512605042,0.9934704184704185
73.0,1.4908044338226318,1.4677294492721558,0.9700280112044818,0.9933982683982684
74.0,1.4900035858154297,1.46778404712677,0.9708683473389356,0.9933621933621933
75.0,1.4885224103927612,1.4672871828079224,0.9726890756302521,0.9938672438672439
76.0,1.4891953468322754,1.467725157737732,0.9722689075630252,0.9935064935064936
77.0,1.4899252653121948,1.4674594402313232,0.9714985994397759,0.9938311688311688
78.0,1.4889756441116333,1.4670714139938354,0.9722689075630252,0.9940836940836941
79.0,1.4890055656433105,1.4681979417800903,0.9718487394957983,0.993001443001443
80.0,1.4894498586654663,1.4680055379867554,0.9719887955182073,0.9931818181818182
81.0,1.4933210611343384,1.468549370765686,0.9675070028011205,0.9927128427128427
82.0,1.4907587766647339,1.4683250188827515,0.9705882352941176,0.993001443001443
83.0,1.4889214038848877,1.4671393632888794,0.9721988795518207,0.9940476190476191
84.0,1.4909048080444336,1.4693458080291748,0.9706582633053221,0.9919191919191919
85.0,1.4884183406829834,1.4669902324676514,0.972829131652661,0.9941558441558441
86.0,1.490646243095398,1.4671814441680908,0.9703081232492997,0.993975468975469
87.0,1.4889811277389526,1.4671684503555298,0.9722689075630252,0.9940476190476191
88.0,1.4901268482208252,1.4672045707702637,0.9710084033613445,0.993975468975469
89.0,1.4886146783828735,1.4668794870376587,0.9727591036414566,0.9943001443001444
90.0,1.489758014678955,1.466888427734375,0.9712885154061625,0.9943001443001444
91.0,1.4897944927215576,1.4668400287628174,0.9711484593837535,0.9943362193362193
92.0,1.4884175062179565,1.467004418373108,0.9725490196078431,0.9941558441558441
93.0,1.4876528978347778,1.4666982889175415,0.9737394957983193,0.9944444444444445
94.0,1.490903377532959,1.4675523042678833,0.9701680672268908,0.9936868686868687
95.0,1.49100923538208,1.4680752754211426,0.9702380952380952,0.9932178932178932
96.0,1.4880053997039795,1.4667606353759766,0.9733193277310924,0.9943722943722944
97.0,1.4922561645507812,1.467717170715332,0.9688375350140056,0.9936868686868687
98.0,1.4913287162780762,1.467316746711731,0.9699579831932773,0.9938311688311688
99.0,1.4874625205993652,1.466493844985962,0.9737394957983193,0.9946608946608947
100.0,1.4880313873291016,1.4665071964263916,0.9731792717086835,0.9946608946608947
